,stock_number,stock_id,stock_name,stock_pinyin,stock_abbr
1039,603239,sh603239,浙江仙通,zhejiangxiantong,zjxt
1040,603258,sh603258,电魂网络,dianhunwangluo,dhwl
1041,603260,sh603260,合盛硅业,heshengguiye,hsgy
1042,603266,sh603266,天龙股份,tianlonggufen,tlgf
1043,603268,sh603268,松发股份,songfagufen,sfgf
1044,603269,sh603269,海鸥股份,haiougufen,hogf
1045,603277,sh603277,银都股份,yindougufen,ydgf
1046,603278,sh603278,大业股份,dayegufen,dygf
1047,603283,sh603283,赛腾股份,saitenggufen,stgf
1048,603286,sh603286,日盈电子,riyingdianzi,rydz
1049,603288,sh603288,海天味业,haitianweiye,htwy
1050,603289,sh603289,泰瑞机器,tairuijiqi,trjq
1051,603298,sh603298,杭叉集团,hangchajituan,hcjt
1052,603299,sh603299,苏盐井神,suyanjingshen,syjs
1053,603300,sh603300,华铁应急,huatieyingji,htyj
1054,603303,sh603303,得邦照明,debangzhaoming,dbzm
1055,603305,sh603305,旭升股份,xushenggufen,xsgf
1056,603306,sh603306,华懋科技,huamaokeji,hmkj
1057,603308,sh603308,应流股份,yingliugufen,ylgf
1058,603311,sh603311,金海高科,jinhaigaoke,jhgk
1059,603313,sh603313,梦百合,mengbaihe,mbh
1060,603315,sh603315,福鞍股份,fuangufen,fagf
1061,603316,sh603316,诚邦股份,chengbanggufen,cbgf
1062,603319,sh603319,湘油泵,xiangyoubeng,xyb
1063,603320,sh603320,迪贝电气,dibeidianqi,dbdq
1064,603321,sh603321,梅轮电梯,meilundianti,mldt
1065,603322,sh603322,超讯通信,chaoxuntongxin,cxtx
1066,603323,sh603323,苏农银行,sunongyinhang,snyh
1067,603326,sh603326,我乐家居,wolejiaju,wljj
1068,603328,sh603328,依顿电子,yidundianzi,yddz
1069,603329,sh603329,上海雅仕,shanghaiyashi,shys
1070,603330,sh603330,上海天洋,shanghaitianyang,shty
1071,603331,sh603331,百达精工,baidajinggong,bdjg
1072,603333,sh603333,尚纬股份,shangweigufen,swgf
1073,603335,sh603335,迪生力,dishengli,dsl
1074,603336,sh603336,宏辉果蔬,honghuiguoshu,hhgs
1075,603337,sh603337,杰克股份,jiekegufen,jkgf
1076,603338,sh603338,浙江鼎力,zhejiangdingli,zjdl
1077,603339,sh603339,四方科技,sifangkeji,sfkj
1078,603345,sh603345,安井食品,anjingshipin,ajsp
1079,603355,sh603355,莱克电气,laikedianqi,lkdq
1080,603356,sh603356,华菱精工,hualingjinggong,hljg
1081,603357,sh603357,设计总院,shejizongyuan,sjzy
1082,603358,sh603358,华达科技,huadakeji,hdkj
1083,603359,sh603359,东珠生态,dongzhushengtai,dzst
1084,603360,sh603360,百傲化学,baiaohuaxue,bahx
1085,603363,sh603363,傲农生物,aonongshengwu,answ
1086,603365,sh603365,水星家纺,shuixingjiafang,sxjf
1087,603366,sh603366,日出东方,richudongfang,rcdf
1088,603367,sh603367,辰欣药业,chenxinyaoye,cxyy
1089,603368,sh603368,柳药股份,liuyaogufen,lygf
1090,603369,sh603369,今世缘,jinshiyuan,jsy
1091,603377,sh603377,东方时尚,dongfangshishang,dfss
1092,603378,sh603378,亚士创能,yashichuangneng,yscn
1093,603380,sh603380,易德龙,yidelong,ydl
1094,603383,sh603383,顶点软件,dingdianruanjian,ddrj
1095,603385,sh603385,惠达卫浴,huidaweiyu,hdwy
1096,603386,sh603386,广东骏亚,guangdongjunya,gdjy
1097,603387,sh603387,基蛋生物,jidanshengwu,jdsw
1098,603388,sh603388,元成股份,yuanchenggufen,ycgf
1099,603389,sh603389,亚振家居,yazhenjiaju,yzjj
1100,603396,sh603396,金辰股份,jinchengufen,jcgf
1101,603399,sh603399,吉翔股份,jixianggufen,jxgf
1102,603416,sh603416,信捷电气,xinjiedianqi,xjdq
1103,603421,sh603421,鼎信通讯,dingxintongxun,dxtx
1104,603429,sh603429,集友股份,jiyougufen,jygf
1105,603444,sh603444,吉比特,jibite,jbt
1106,603456,sh603456,九洲药业,jiuzhouyaoye,jzyy
1107,603458,sh603458,勘设股份,kanshegufen,ksgf
1108,603466,sh603466,风语筑,fengyuzhu,fyz
1109,603477,sh603477,巨星农牧,juxingnongmu,jxnm
1110,603488,sh603488,展鹏科技,zhanpengkeji,zpkj
1111,603496,sh603496,恒为科技,hengweikeji,hwkj
1112,603499,sh603499,翔港科技,xianggangkeji,xgkj
1113,603500,sh603500,祥和实业,xiangheshiye,xhsy
1114,603501,sh603501,韦尔股份,weiergufen,wegf
1115,603505,sh603505,金石资源,jinshiziyuan,jszy
1116,603506,sh603506,南都物业,nandouwuye,ndwy
1117,603507,sh603507,振江股份,zhenjianggufen,zjgf
1118,603515,sh603515,欧普照明,oupuzhaoming,opzm
1119,603516,sh603516,淳中科技,chunzhongkeji,czkj
1120,603517,sh603517,绝味食品,jueweishipin,jwsp
1121,603518,sh603518,锦泓集团,jinhongjituan,jhjt
1122,603519,sh603519,立霸股份,libagufen,lbgf
1123,603527,sh603527,众源新材,zhongyuanxincai,zyxc
1124,603528,sh603528,多伦科技,duolunkeji,dlkj
1125,603533,sh603533,掌阅科技,zhangyuekeji,zykj
1126,603535,sh603535,嘉诚国际,jiachengguoji,jcgj
1127,603536,sh603536,惠发食品,huifashipin,hfsp
1129,603556,sh603556,海兴电力,haixingdianli,hxdl
1131,603558,sh603558,健盛集团,jianshengjituan,jsjt
1132,603559,sh603559,中通国脉,zhongtongguomai,ztgm
1133,603566,sh603566,普莱柯,pulaike,plk
1134,603567,sh603567,珍宝岛,zhenbaodao,zbd
1135,603568,sh603568,伟明环保,weiminghuanbao,wmhb
1136,603569,sh603569,长久物流,changjiuwuliu,cjwl
1137,603577,sh603577,汇金通,huijintong,hjt
1138,603578,sh603578,三星新材,sanxingxincai,sxxc
1139,603579,sh603579,荣泰健康,rongtaijiankang,rtjk
1140,603580,sh603580,艾艾精工,aiaijinggong,aajg
1141,603585,sh603585,苏利股份,suligufen,slgf
1142,603586,sh603586,金麒麟,jinqilin,jql
1143,603588,sh603588,高能环境,gaonenghuanjing,gnhj
1144,603589,sh603589,口子窖,kouzijiao,kzj
1145,603595,sh603595,东尼电子,dongnidianzi,dndz
1146,603598,sh603598,引力传媒,yinlichuanmei,ylcm
1147,603599,sh603599,广信股份,guangxingufen,gxgf
1148,603600,sh603600,永艺股份,yongyigufen,yygf
1149,603601,sh603601,再升科技,zaishengkeji,zskj
1150,603602,sh603602,纵横通信,zonghengtongxin,zhtx
1151,603605,sh603605,珀莱雅,polaiya,ply
1152,603606,sh603606,东方电缆,dongfangdianlan,dfdl
1153,603607,sh603607,京华激光,jinghuajiguang,jhjg
1154,603608,sh603608,天创时尚,tianchuangshishang,tcss
1155,603609,sh603609,禾丰股份,hefenggufen,hfgf
1156,603611,sh603611,诺力股份,nuoligufen,nlgf
1157,603612,sh603612,索通发展,suotongfazhan,stfz
1158,603615,sh603615,茶花股份,chahuagufen,chgf
1159,603616,sh603616,韩建河山,hanjianheshan,hjhs
1160,603617,sh603617,君禾股份,junhegufen,jhgf
1161,603618,sh603618,杭电股份,hangdiangufen,hdgf
1162,603619,sh603619,中曼石油,zhongmanshiyou,zmsy
1163,603626,sh603626,科森科技,kesenkeji,kskj
1164,603628,sh603628,清源股份,qingyuangufen,qygf
1165,603630,sh603630,拉芳家化,lafangjiahua,lfjh
1166,603633,sh603633,徕木股份,laimugufen,lmgf
1167,603637,sh603637,镇海股份,zhenhaigufen,zhgf
1168,603638,sh603638,艾迪精密,aidijingmi,adjm
1169,603639,sh603639,海利尔,hailier,hle
1170,603648,sh603648,畅联股份,changliangufen,clgf
1171,603655,sh603655,朗博科技,langbokeji,lbkj
1172,603656,sh603656,泰禾智能,taihezhineng,thzn
1173,603658,sh603658,安图生物,antushengwu,atsw
1174,603660,sh603660,苏州科达,suzhoukeda,szkd
1175,603661,sh603661,恒林股份,henglingufen,hlgf
1176,603663,sh603663,三祥新材,sanxiangxincai,sxxc
1177,603665,sh603665,康隆达,kanglongda,kld
1178,603668,sh603668,天马科技,tianmakeji,tmkj
1179,603669,sh603669,灵康药业,lingkangyaoye,lkyy
1180,603676,sh603676,卫信康,weixinkang,wxk
1181,603677,sh603677,奇精机械,qijingjixie,qjjx
1182,603678,sh603678,火炬电子,huojudianzi,hjdz
1183,603679,sh603679,华体科技,huatikeji,htkj
1184,603680,sh603680,今创集团,jinchuangjituan,jcjt
1185,603683,sh603683,晶华新材,jinghuaxincai,jhxc
1186,603685,sh603685,晨丰科技,chenfengkeji,cfkj
1187,603686,sh603686,龙马环卫,longmahuanwei,lmhw
1188,603688,sh603688,石英股份,shiyinggufen,sygf
1189,603689,sh603689,皖天然气,wantianranqi,wtrq
1190,603698,sh603698,航天工程,hangtiangongcheng,htgc
1191,603699,sh603699,纽威股份,niuweigufen,nwgf
1192,603701,sh603701,德宏股份,dehonggufen,dhgf
1193,603703,sh603703,盛洋科技,shengyangkeji,sykj
1194,603707,sh603707,健友股份,jianyougufen,jygf
1195,603708,sh603708,家家悦,jiajiayue,jjy
1196,603709,sh603709,中源家居,zhongyuanjiaju,zyjj
1197,603711,sh603711,香飘飘,xiangpiaopiao,xpp
1198,603712,sh603712,七一二,qiyier,qye
1199,603716,sh603716,塞力医疗,sailiyiliao,slyl
1200,603717,sh603717,天域生态,tianyushengtai,tyst
1201,603721,sh603721,中广天择,zhongguangtianze,zgtz
1202,603722,sh603722,阿科力,akeli,akl
1203,603726,sh603726,朗迪集团,langdijituan,ldjt
1204,603727,sh603727,博迈科,bomaike,bmk
1205,603728,sh603728,鸣志电器,mingzhidianqi,mzdq
1207,603730,sh603730,岱美股份,daimeigufen,dmgf
1208,603737,sh603737,三棵树,sankeshu,sks
1209,603738,sh603738,泰晶科技,taijingkeji,tjkj
1210,603757,sh603757,大元泵业,dayuanbengye,dyby
1211,603758,sh603758,秦安股份,qinangufen,qagf
1212,603766,sh603766,隆鑫通用,longxintongyong,lxty
1213,603767,sh603767,中马传动,zhongmachuandong,zmcd
1214,603768,sh603768,常青股份,changqinggufen,cqgf
1215,603776,sh603776,永安行,yonganxing,yax
1216,603777,sh603777,来伊份,laiyifen,lyf
1217,603778,sh603778,乾景园林,ganjingyuanlin,gjyl
1218,603779,sh603779,威龙股份,weilonggufen,wlgf
1219,603787,sh603787,新日股份,xinrigufen,xrgf
1220,603788,sh603788,宁波高发,ningbogaofa,nbgf
1221,603789,sh603789,星光农机,xingguangnongji,xgnj
1222,603797,sh603797,联泰环保,liantaihuanbao,lthb
1223,603798,sh603798,康普顿,kangpudun,kpd
1224,603799,sh603799,华友钴业,huayouguye,hygy
1225,603800,sh603800,道森股份,daosengufen,dsgf
1226,603801,sh603801,志邦家居,zhibangjiaju,zbjj
1227,603803,sh603803,瑞斯康达,ruisikangda,rskd
1228,603806,sh603806,福斯特,fusite,fst
1229,603808,sh603808,歌力思,gelisi,gls
1230,603809,sh603809,豪能股份,haonenggufen,hngf
1231,603811,sh603811,诚意药业,chengyiyaoye,cyyy
1232,603813,sh603813,原尚股份,yuanshanggufen,ysgf
1233,603816,sh603816,顾家家居,gujiajiaju,gjjj
1234,603817,sh603817,海峡环保,haixiahuanbao,hxhb
1235,603818,sh603818,曲美家居,qumeijiaju,qmjj
1236,603819,sh603819,神力股份,shenligufen,slgf
1237,603823,sh603823,百合花,baihehua,bhh
1238,603825,sh603825,华扬联众,huayanglianzhong,hylz
1239,603826,sh603826,坤彩科技,kuncaikeji,kckj
1240,603828,sh603828,柯利达,kelida,kld
1241,603829,sh603829,洛凯股份,luokaigufen,lkgf
1242,603833,sh603833,欧派家居,oupaijiaju,opjj
1243,603838,sh603838,四通股份,sitonggufen,stgf
1244,603839,sh603839,安正时尚,anzhengshishang,azss
1245,603848,sh603848,好太太,haotaitai,htt
1246,603855,sh603855,华荣股份,huaronggufen,hrgf
1247,603856,sh603856,东宏股份,donghonggufen,dhgf
1248,603858,sh603858,步长制药,buchangzhiyao,bczy
1249,603859,sh603859,能科科技,nengkekeji,nkkj
1250,603860,sh603860,中公高科,zhonggonggaoke,zggk
1251,603861,sh603861,白云电器,baiyundianqi,bydq
1252,603866,sh603866,桃李面包,taolimianbao,tlmb
1253,603868,sh603868,飞科电器,feikedianqi,fkdq
1254,603869,sh603869,新智认知,xinzhirenzhi,xzrz
1255,603871,sh603871,嘉友国际,jiayouguoji,jygj
1256,603877,sh603877,太平鸟,taipingniao,tpn
1257,603878,sh603878,武进不锈,wujinbuxiu,wjbx
1258,603879,sh603879,永悦科技,yongyuekeji,yykj
1259,603880,sh603880,南卫股份,nanweigufen,nwgf
1260,603881,sh603881,数据港,shujugang,sjg
1261,603882,sh603882,金域医学,jinyuyixue,jyyx
1262,603883,sh603883,老百姓,laobaixing,lbx
1263,603885,sh603885,吉祥航空,jixianghangkong,jxhk
1264,603886,sh603886,元祖股份,yuanzugufen,yzgf
1265,603888,sh603888,新华网,xinhuawang,xhw
1266,603889,sh603889,新澳股份,xinaogufen,xagf
1267,603890,sh603890,春秋电子,chunqiudianzi,cqdz
1268,603895,sh603895,天永智能,tianyongzhineng,tyzn
1269,603896,sh603896,寿仙谷,shouxiangu,sxg
1270,603898,sh603898,好莱客,haolaike,hlk
1271,603899,sh603899,晨光文具,chenguangwenju,cgwj
1272,603900,sh603900,莱绅通灵,laishentongling,lstl
1273,603901,sh603901,永创智能,yongchuangzhineng,yczn
1274,603903,sh603903,中持股份,zhongchigufen,zcgf
1275,603906,sh603906,龙蟠科技,longpankeji,lpkj
1276,603908,sh603908,牧高笛,mugaodi,mgd
1277,603909,sh603909,合诚股份,hechenggufen,hcgf
1278,603912,sh603912,佳力图,jialitu,jlt
1279,603916,sh603916,苏博特,subote,sbt
1280,603917,sh603917,合力科技,helikeji,hlkj
1281,603918,sh603918,金桥信息,jinqiaoxinxi,jqxx
1282,603919,sh603919,金徽酒,jinhuijiu,jhj
1283,603920,sh603920,世运电路,shiyundianlu,sydl
1284,603922,sh603922,金鸿顺,jinhongshun,jhs
1285,603926,sh603926,铁流股份,tieliugufen,tlgf
1286,603928,sh603928,兴业股份,xingyegufen,xygf
1287,603929,sh603929,亚翔集成,yaxiangjicheng,yxjc
1288,603933,sh603933,睿能科技,ruinengkeji,rnkj
1289,603936,sh603936,博敏电子,bomindianzi,bmdz
1290,603937,sh603937,丽岛新材,lidaoxincai,ldxc
1291,603938,sh603938,三孚股份,sanfugufen,sfgf
1292,603939,sh603939,益丰药房,yifengyaofang,yfyf
1293,603958,sh603958,哈森股份,hasengufen,hsgf
1294,603959,sh603959,百利科技,bailikeji,blkj
1295,603960,sh603960,克来机电,kelaijidian,kljd
1296,603963,sh603963,大理药业,daliyaoye,dlyy
1297,603966,sh603966,法兰泰克,falantaike,fltk
1298,603968,sh603968,醋化股份,cuhuagufen,chgf
1299,603969,sh603969,银龙股份,yinlonggufen,ylgf
1300,603970,sh603970,中农立华,zhongnonglihua,znlh
1301,603976,sh603976,正川股份,zhengchuangufen,zcgf
1302,603977,sh603977,国泰集团,guotaijituan,gtjt
1303,603978,sh603978,深圳新星,shenzhenxinxing,szxx
1304,603979,sh603979,金诚信,jinchengxin,jcx
1305,603980,sh603980,吉华集团,jihuajituan,jhjt
1306,603985,sh603985,恒润股份,hengrungufen,hrgf
1307,603986,sh603986,兆易创新,zhaoyichuangxin,zycx
1308,603987,sh603987,康德莱,kangdelai,kdl
1309,603988,sh603988,中电电机,zhongdiandianji,zddj
1310,603989,sh603989,艾华集团,aihuajituan,ahjt
1311,603990,sh603990,麦迪科技,maidikeji,mdkj
1312,603991,sh603991,至正股份,zhizhenggufen,zzgf
1313,603993,sh603993,洛阳钼业,luoyangmuye,lymy
1315,603997,sh603997,继峰股份,jifenggufen,jfgf
1316,603999,sh603999,读者传媒,duzhechuanmei,dzcm
1317,000001,sz000001,平安银行,pinganyinhang,payh
1318,000002,sz000002,万科A,wankeA,wkA
1319,000004,sz000004,国华网安,guohuawangan,ghwa
1321,000006,sz000006,深振业A,shenzhenyeA,szyA
1323,000008,sz000008,神州高铁,shenzhougaotie,szgt
1324,000009,sz000009,中国宝安,zhongguobaoan,zgba
1325,000010,sz000010,美丽生态,meilishengtai,mlst
1326,000011,sz000011,深物业A,shenwuyeA,swyA
1327,000012,sz000012,南玻A,nanboA,nbA
1328,000014,sz000014,沙河股份,shahegufen,shgf
1329,000016,sz000016,深康佳A,shenkangjiaA,skjA
1330,000017,sz000017,深中华A,shenzhonghuaA,szhA
1331,000018,sz000018,神城A退,shenchengAtui,scAt
1332,000020,sz000020,深华发A,shenhuafaA,shfA
1333,000021,sz000021,深科技,shenkeji,skj
1334,000023,sz000023,深天地A,shentiandiA,stdA
1335,000025,sz000025,特力A,teliA,tlA
1336,000026,sz000026,飞亚达,feiyada,fyd
1337,000027,sz000027,深圳能源,shenzhennengyuan,szny
1338,000028,sz000028,国药一致,guoyaoyizhi,gyyz
1339,000030,sz000030,富奥股份,fuaogufen,fagf
1340,000032,sz000032,深桑达A,shensangdaA,ssdA
1341,000036,sz000036,华联控股,hualiankonggu,hlkg
1342,000037,sz000037,深南电A,shennandianA,sndA
1343,000039,sz000039,中集集团,zhongjijituan,zjjt
1344,000040,sz000040,东旭蓝天,dongxulantian,dxlt
1345,000042,sz000042,中洲控股,zhongzhoukonggu,zzkg
1346,000043,sz000043,中航善达,zhonghangshanda,zhsd
1347,000045,sz000045,深纺织A,shenfangzhiA,sfzA
1348,000048,sz000048,京基智农,jingjizhinong,jjzn
1349,000049,sz000049,德赛电池,desaidianchi,dsdc
1350,000050,sz000050,深天马A,shentianmaA,stmA
1351,000055,sz000055,方大集团,fangdajituan,fdjt
1352,000058,sz000058,深赛格,shensaige,ssg
1353,000059,sz000059,华锦股份,huajingufen,hjgf
1354,000060,sz000060,中金岭南,zhongjinlingnan,zjln
1355,000061,sz000061,农产品,nongchanpin,ncp
1356,000062,sz000062,深圳华强,shenzhenhuaqiang,szhq
1357,000063,sz000063,中兴通讯,zhongxingtongxun,zxtx
1358,000065,sz000065,北方国际,beifangguoji,bfgj
1359,000066,sz000066,中国长城,zhongguochangcheng,zgcc
1360,000068,sz000068,华控赛格,huakongsaige,hksg
1361,000069,sz000069,华侨城A,huaqiaochengA,hqcA
1362,000070,sz000070,特发信息,tefaxinxi,tfxx
1363,000078,sz000078,海王生物,haiwangshengwu,hwsw
1364,000088,sz000088,盐田港,yantiangang,ytg
1365,000089,sz000089,深圳机场,shenzhenjichang,szjc
1366,000090,sz000090,天健集团,tianjianjituan,tjjt
1367,000096,sz000096,广聚能源,guangjunengyuan,gjny
1368,000099,sz000099,中信海直,zhongxinhaizhi,zxhz
1369,000100,sz000100,TCL科技,TCLkeji,Tkj
1370,000150,sz000150,宜华健康,yihuajiankang,yhjk
1371,000151,sz000151,中成股份,zhongchenggufen,zcgf
1372,000153,sz000153,丰原药业,fengyuanyaoye,fyyy
1373,000155,sz000155,川能动力,chuannengdongli,cndl
1374,000157,sz000157,中联重科,zhonglianzhongke,zlzk
1375,000158,sz000158,常山北明,changshanbeiming,csbm
1376,000159,sz000159,国际实业,guojishiye,gjsy
1377,000166,sz000166,申万宏源,shenwanhongyuan,swhy
1378,000301,sz000301,东方盛虹,dongfangshenghong,dfsh
1379,000333,sz000333,美的集团,meidijituan,mdjt
1380,000338,sz000338,潍柴动力,weichaidongli,wcdl
1381,000400,sz000400,许继电气,xujidianqi,xjdq
1382,000401,sz000401,冀东水泥,jidongshuini,jdsn
1383,000402,sz000402,金融街,jinrongjie,jrj
1384,000403,sz000403,派林生物,pailinshengwu,plsw
1385,000404,sz000404,长虹华意,changhonghuayi,chhy
1386,000407,sz000407,胜利股份,shengligufen,slgf
1387,000408,sz000408,藏格控股,canggekonggu,cgkg
1388,000409,sz000409,云鼎科技,yundingkeji,ydkj
1390,000411,sz000411,英特集团,yingtejituan,ytjt
1391,000413,sz000413,东旭光电,dongxuguangdian,dxgd
1392,000416,sz000416,民生控股,minshengkonggu,mskg
1393,000417,sz000417,合肥百货,hefeibaihuo,hfbh
1394,000418,sz000418,小天鹅A,xiaotianeA,xteA
1395,000419,sz000419,通程控股,tongchengkonggu,tckg
1396,000420,sz000420,吉林化纤,jilinhuaxian,jlhx
1397,000421,sz000421,南京公用,nanjinggongyong,njgy
1398,000422,sz000422,湖北宜化,hubeiyihua,hbyh
1399,000423,sz000423,东阿阿胶,dongeejiao,deej
1400,000425,sz000425,徐工机械,xugongjixie,xgjx
1401,000426,sz000426,兴业矿业,xingyekuangye,xyky
1402,000428,sz000428,华天酒店,huatianjiudian,htjd
1403,000429,sz000429,粤高速A,yuegaosuA,ygsA
1404,000430,sz000430,张家界,zhangjiajie,zjj
1405,000488,sz000488,晨鸣纸业,chenmingzhiye,cmzy
1406,000498,sz000498,山东路桥,shandongluqiao,sdlq
1407,000501,sz000501,鄂武商A,ewushangA,ewsA
1409,000503,sz000503,国新健康,guoxinjiankang,gxjk
1410,000504,sz000504,南华生物,nanhuashengwu,nhsw
1411,000505,sz000505,京粮控股,jingliangkonggu,jlkg
1412,000507,sz000507,珠海港,zhuhaigang,zhg
1414,000510,sz000510,新金路,xinjinlu,xjl
1415,000513,sz000513,丽珠集团,lizhujituan,lzjt
1416,000514,sz000514,渝开发,yukaifa,ykf
1417,000517,sz000517,荣安地产,rongandichan,radc
1418,000518,sz000518,四环生物,sihuanshengwu,shsw
1419,000519,sz000519,中兵红箭,zhongbinghongjian,zbhj
1420,000520,sz000520,长航凤凰,zhanghangfenghuang,zhfh
1421,000521,sz000521,长虹美菱,changhongmeiling,chml
1423,000524,sz000524,岭南控股,lingnankonggu,lnkg
1425,000526,sz000526,学大教育,xuedajiaoyu,xdjy
1426,000528,sz000528,柳工,liugong,lg
1427,000529,sz000529,广弘控股,guanghongkonggu,ghkg
1428,000530,sz000530,冰山冷热,bingshanlengre,bslr
1429,000531,sz000531,穗恒运A,suihengyunA,shyA
1430,000532,sz000532,华金资本,huajinziben,hjzb
1431,000536,sz000536,华映科技,huayingkeji,hykj
1432,000537,sz000537,广宇发展,guangyufazhan,gyfz
1433,000538,sz000538,云南白药,yunnanbaiyao,ynby
1434,000539,sz000539,粤电力A,yuedianliA,ydlA
1435,000541,sz000541,佛山照明,foshanzhaoming,fszm
1436,000543,sz000543,皖能电力,wannengdianli,wndl
1437,000544,sz000544,中原环保,zhongyuanhuanbao,zyhb
1438,000545,sz000545,金浦钛业,jinputaiye,jpty
1439,000546,sz000546,金圆股份,jinyuangufen,jygf
1440,000548,sz000548,湖南投资,hunantouzi,hntz
1441,000550,sz000550,江铃汽车,jianglingqiche,jlqc
1442,000551,sz000551,创元科技,chuangyuankeji,cykj
1443,000552,sz000552,靖远煤电,jingyuanmeidian,jymd
1444,000553,sz000553,安道麦A,andaomaiA,admA
1445,000554,sz000554,泰山石油,taishanshiyou,tssy
1446,000555,sz000555,神州信息,shenzhouxinxi,szxx
1447,000557,sz000557,西部创业,xibuchuangye,xbcy
1448,000558,sz000558,莱茵体育,laiyintiyu,lyty
1449,000559,sz000559,万向钱潮,wanxiangqianchao,wxqc
1450,000560,sz000560,我爱我家,woaiwojia,wawj
1451,000561,sz000561,烽火电子,fenghuodianzi,fhdz
1452,000563,sz000563,陕国投A,shanguotouA,sgtA
1453,000565,sz000565,渝三峡A,yusanxiaA,ysxA
1454,000567,sz000567,海德股份,haidegufen,hdgf
1455,000568,sz000568,泸州老窖,luzhoulaojiao,lzlj
1456,000570,sz000570,苏常柴A,suchangchaiA,sccA
1458,000572,sz000572,海马汽车,haimaqiche,hmqc
1459,000573,sz000573,粤宏远A,yuehongyuanA,yhyA
1460,000576,sz000576,甘化科工,ganhuakegong,ghkg
1461,000581,sz000581,威孚高科,weifugaoke,wfgk
1462,000582,sz000582,北部湾港,beibuwangang,bbwg
1463,000584,sz000584,哈工智能,hagongzhineng,hgzn
1465,000586,sz000586,汇源通信,huiyuantongxin,hytx
1467,000589,sz000589,贵州轮胎,guizhouluntai,gzlt
1468,000590,sz000590,启迪药业,qidiyaoye,qdyy
1469,000591,sz000591,太阳能,taiyangneng,tyn
1470,000592,sz000592,平潭发展,pingtanfazhan,ptfz
1471,000593,sz000593,大通燃气,datongranqi,dtrq
1472,000595,sz000595,宝塔实业,baotashiye,btsy
1473,000596,sz000596,古井贡酒,gujinggongjiu,gjgj
1474,000597,sz000597,东北制药,dongbeizhiyao,dbzy
1475,000598,sz000598,兴蓉环境,xingronghuanjing,xrhj
1476,000599,sz000599,青岛双星,qingdaoshuangxing,qdsx
1477,000600,sz000600,建投能源,jiantounengyuan,jtny
1478,000601,sz000601,韶能股份,shaonenggufen,sngf
1479,000603,sz000603,盛达资源,shengdaziyuan,sdzy
1480,000605,sz000605,渤海股份,bohaigufen,bhgf
1481,000607,sz000607,华媒控股,huameikonggu,hmkg
1482,000608,sz000608,阳光股份,yangguanggufen,yggf
1484,000610,sz000610,西安旅游,xianlvyou,xaly
1486,000612,sz000612,焦作万方,jiaozuowanfang,jzwf
1488,000615,sz000615,奥园美谷,aoyuanmeigu,aymg
1489,000617,sz000617,中油资本,zhongyouziben,zyzb
1490,000619,sz000619,海螺型材,hailuoxingcai,hlxc
1491,000620,sz000620,新华联,xinhualian,xhl
1492,000622,sz000622,恒立实业,henglishiye,hlsy
1493,000623,sz000623,吉林敖东,jilinaodong,jlad
1494,000625,sz000625,长安汽车,changanqiche,caqc
1495,000626,sz000626,远大控股,yuandakonggu,ydkg
1496,000627,sz000627,天茂集团,tianmaojituan,tmjt
1497,000628,sz000628,高新发展,gaoxinfazhan,gxfz
1498,000630,sz000630,铜陵有色,tonglingyouse,tlys
1499,000631,sz000631,顺发恒业,shunfahengye,sfhy
1500,000632,sz000632,三木集团,sanmujituan,smjt
1501,000633,sz000633,合金投资,hejintouzi,hjtz
1502,000635,sz000635,英力特,yinglite,ylt
1503,000636,sz000636,风华高科,fenghuagaoke,fhgk
1504,000637,sz000637,茂化实华,maohuashihua,mhsh
1506,000639,sz000639,西王食品,xiwangshipin,xwsp
1507,000650,sz000650,仁和药业,renhuoyaoye,rhyy
1508,000651,sz000651,格力电器,gelidianqi,gldq
1509,000652,sz000652,泰达股份,taidagufen,tdgf
1510,000655,sz000655,金岭矿业,jinlingkuangye,jlky
1511,000656,sz000656,金科股份,jinkegufen,jkgf
1512,000657,sz000657,中钨高新,zhongwugaoxin,zwgx
1513,000659,sz000659,珠海中富,zhuhaizhongfu,zhzf
1514,000661,sz000661,长春高新,changchungaoxin,ccgx
1515,000662,sz000662,天夏退,tianxiatui,txt
1516,000663,sz000663,永安林业,yonganlinye,yaly
1517,000665,sz000665,湖北广电,hubeiguangdian,hbgd
1518,000667,sz000667,美好置业,meihaozhiye,mhzy
1519,000668,sz000668,荣丰控股,rongfengkonggu,rfkg
1522,000671,sz000671,阳光城,yangguangcheng,ygc
1523,000672,sz000672,上峰水泥,shangfengshuini,sfsn
1525,000676,sz000676,智度股份,zhidugufen,zdgf
1526,000677,sz000677,恒天海龙,hengtianhailong,hthl
1527,000678,sz000678,襄阳轴承,xiangyangzhoucheng,xyzc
1528,000679,sz000679,大连友谊,dalianyouyi,dlyy
1529,000680,sz000680,山推股份,shantuigufen,stgf
1530,000681,sz000681,视觉中国,shijuezhongguo,sjzg
1531,000682,sz000682,东方电子,dongfangdianzi,dfdz
1532,000683,sz000683,远兴能源,yuanxingnengyuan,yxny
1533,000685,sz000685,中山公用,zhongshangongyong,zsgy
1534,000686,sz000686,东北证券,dongbeizhengquan,dbzq
1536,000688,sz000688,国城矿业,guochengkuangye,gcky
1537,000690,sz000690,宝新能源,baoxinnengyuan,bxny
1538,000691,sz000691,亚太实业,yataishiye,ytsy
1539,000692,sz000692,惠天热电,huitianredian,htrd
1540,000695,sz000695,滨海能源,binhainengyuan,bhny
